OrgId,IncidentId,AlertId,AlertTitle,Category,IncidentGrade,EntityType,EvidenceRole,IpAddress,Url,ApplicationId,City,Day,Year,Hour,Time
1,24,914311,0,10,2,5,1,360606,160396,2251,10630,9,2024,10,12840
2,8608,5674,14,7,0,6,0,360606,160396,2251,10630,12,2024,8,9950
10,185,83,709,9,2,8,1,1360,160396,2251,10630,26,2024,14,19091
1,279,326899,0,10,2,4,1,360606,160396,2251,10630,4,2024,2,3081
858,3450,5186,1,10,1,11,1,360606,160396,2251,10630,4,2024,1,1675
35,139,1193870,0,10,2,20,0,360606,160396,2251,10630,9,2024,4,5172
339,7899,5560,242,2,2,8,1,196,160396,2251,10630,31,2024,0,323
138,99368,661905,75,10,0,20,0,360606,160396,2251,10630,7,2024,16,21871
233,188223,429658,1882,7,2,8,1,4411,160396,2251,10630,6,2024,6,8024
189,4951,4855,76,13,0,8,1,31225,160396,2251,10630,12,2024,5,7323
176,712,598666,261,12,2,9,0,360606,160396,2251,10630,3,2024,7,9823
19,679,1894,16,1,2,19,1,360606,253,2251,10630,8,2024,20,29056
117,71,880595,3,10,2,8,1,2750,160396,2251,58,5,2024,6,8024
228,49808,226245,1,10,0,20,0,360606,160396,2251,10630,9,2024,6,7936
5,358769,402616,3,10,2,20,0,360606,160396,2251,10630,5,2024,13,17161
12,1440,1479,52,9,0,8,1,6504,160396,2251,10630,22,2024,0,959
156,811,2641,108,16,2,20,1,360606,160396,2251,10630,11,2024,23,32940
144,168151,788805,2,1,0,9,0,360606,160396,2251,10630,11,2024,15,21284
29,46986,237755,1,10,0,11,1,360606,160396,2251,10630,10,2024,23,33893
81,499229,1440009,93715,7,0,20,0,360606,160396,2251,10630,14,2024,14,19569
40,315182,739387,2,1,0,15,1,360606,160396,2251,10630,11,2024,14,18876
1127,73481,58745,8,10,0,6,1,360606,160396,2251,10630,10,2024,12,15607
19,5505,3819,16,1,0,19,1,360606,751,2251,10630,9,2024,2,3764
0,140,104701,0,10,2,20,0,360606,160396,2251,10630,11,2024,15,20677
17,310825,794293,65072,7,1,20,0,360606,160396,2251,10630,12,2024,13,17707
24,466413,341286,21,16,2,8,1,8143,160396,2251,10630,7,2024,21,31156
76,61,1204962,6,10,2,20,0,360606,160396,2251,10630,8,2024,6,8662
26,62503,1096211,2361,4,0,9,0,360606,160396,2251,10630,10,2024,2,2836
277,37542,98332,4932,10,0,20,0,360606,160396,2251,10630,31,2024,18,26483
306,68955,467212,162,2,1,9,0,360606,160396,2251,10630,6,2024,8,10954
56,168802,616783,4,16,0,19,1,360606,2035,2251,10630,10,2024,6,8421
52,2332,1658,1250,1,0,8,1,226313,160396,2251,10630,20,2024,23,33215
297,334568,711299,2,1,0,19,1,360606,1,2251,10630,15,2024,17,23478
18,571751,1077126,32,6,1,6,1,360606,160396,2251,10630,12,2024,0,1093
127,221,1256146,0,10,2,4,1,360606,160396,2251,10630,5,2024,11,14863
5,73,1347375,0,10,2,8,1,13,160396,2251,26,8,2024,11,14821
38,342154,810928,0,10,2,20,0,360606,160396,2251,10630,15,2024,15,21080
35,570,175714,0,10,2,20,0,360606,160396,2251,10630,7,2024,5,7338
30,69739,44242,16775,7,1,11,0,360606,160396,2251,10630,5,2024,12,15646
56,147182,141518,814,5,0,9,0,360606,160396,2251,10630,3,2024,3,4337
119,1334,2054,19,10,1,11,1,360606,160396,2251,10630,14,2024,3,4779
43,9078,3074,10,9,0,8,1,2078,160396,2251,10630,20,2024,12,15358
93,9,0,18,5,1,20,0,360606,160396,2251,10630,12,2024,1,1912
299,25425,51133,9,10,0,12,0,360606,160396,2251,10630,12,2024,0,359
17,112814,18895,997,7,1,12,1,360606,160396,2251,10630,11,2024,22,32655
6,96932,602704,4,16,0,8,1,514,160396,2251,10630,3,2024,6,7750
106,77932,249016,2,1,1,9,0,360606,160396,2251,10630,3,2024,17,24963
0,495,85581,0,10,2,4,1,360606,160396,2251,10630,8,2024,6,7578
31,41253,214658,36819,7,0,6,0,360606,160396,2251,10630,5,2024,17,23608
161,33541,222500,9,10,0,20,0,360606,160396,2251,10630,4,2024,14,19648
2,86985,95252,1,10,0,11,1,360606,160396,2251,10630,14,2024,15,21500
35,348,1238665,6,10,2,20,0,360606,160396,2251,10630,2,2024,11,14465
2,22264,6703,14,7,0,11,0,360606,160396,2251,10630,12,2024,13,17720
64,6299,5066,65,7,0,6,1,360606,160396,2251,10630,11,2024,2,3238
30,91604,64607,5530,7,1,11,0,360606,160396,2251,10630,10,2024,21,29932
48,81714,1363676,160,16,0,8,1,24065,160396,2251,10630,4,2024,17,24837
2,4219,5449,14,7,0,11,0,360606,160396,2251,10630,10,2024,15,20889
4,2551,443,7,10,1,9,0,360606,160396,2251,10630,25,2024,5,6564
0,99,1301048,6,10,2,20,0,360606,160396,2251,10630,12,2024,19,27425
303,394,1239488,0,10,2,8,1,39,160396,2251,0,10,2024,0,675
32,816,191793,4,16,0,19,1,360606,500,2251,10630,4,2024,4,5529
159,1136,279595,2,1,1,15,1,360606,160396,2251,10630,11,2024,5,6419
1336,49072,1515279,17,10,2,12,0,360606,160396,2251,10630,11,2024,18,26366
12,1887,1184,1262,9,0,8,1,8620,160396,2251,10630,2,2024,10,12887
93,9,0,18,5,1,20,0,360606,160396,2251,10630,12,2024,1,1912
19,3993,4215,16,1,0,19,1,360606,1874,2251,10630,2,2024,15,21240
763,22695,1068550,62,16,2,3,0,360606,160396,0,10630,5,2024,10,13018
11,424799,851999,0,10,1,4,1,360606,160396,2251,10630,12,2024,23,33637
210,15553,1604068,21211,7,0,20,0,360606,160396,2251,10630,8,2024,13,17177
53,10322,79897,30,10,0,12,0,360606,160396,2251,10630,11,2024,1,1398
693,62273,876123,3,10,1,4,1,360606,160396,2251,10630,3,2024,17,24794
28,1284,5684,1,10,2,11,1,360606,160396,2251,10630,13,2024,3,3940
2,15269,4736,13,7,0,11,0,360606,160396,2251,10630,14,2024,10,13272
312,3539,266701,4,16,2,19,1,360606,944,2251,10630,13,2024,12,16785
2,4804,15120,27,7,0,11,0,360606,160396,2251,10630,11,2024,19,27382
8,13424,733722,4,16,2,20,0,360606,160396,2251,10630,15,2024,15,21643
727,169185,802422,17736,10,0,9,0,360606,160396,2251,10630,6,2024,9,11483
2,7458,6584,27,7,0,6,0,360606,160396,2251,10630,5,2024,11,15296
50,0,183000,0,10,2,8,1,97863,160396,2251,233,11,2024,6,8332
45,80508,225535,1,10,0,20,0,360606,160396,2251,10630,9,2024,3,4274
12,1800,1407,70,9,0,8,1,1912,160396,2251,10630,23,2024,6,8443
71,2340,522,38,10,1,8,1,84395,160396,2251,10630,4,2024,7,9258
6,2001,1126,496,9,0,8,1,1237,160396,2251,10630,25,2024,11,14408
8,30211,597462,119,6,2,9,0,360606,160396,2251,10630,11,2024,4,5408
18,389810,209084,2491,7,1,8,1,2517,160396,2251,10630,10,2024,8,11020
1731,30830,132048,210,5,1,1,0,360606,160396,2251,10630,6,2024,23,33338
39,753,127306,59,6,2,3,0,360606,160396,3,10630,12,2024,16,22273
109,35383,36155,2954,7,0,11,0,360606,160396,2251,10630,7,2024,17,24064
6,2429,1335,173,9,0,8,1,4387,160396,2251,10630,23,2024,12,16399
8,7192,262756,4,16,2,8,1,7924,160396,2251,10630,8,2024,3,4562
504,12239,44827,1,10,2,10,1,360606,160396,2251,10630,12,2024,12,16725
121,217957,568830,66,16,2,8,1,10145,160396,2251,10630,7,2024,17,23424
40,69881,19333,1,10,0,10,1,360606,160396,2251,10630,3,2024,7,9079
134,116136,155393,1,10,0,19,1,360606,2057,2251,10630,5,2024,23,33749
23,176,808322,3,10,2,8,1,4394,160396,2251,10630,5,2024,5,6482
77,16051,26200,1,10,0,19,1,360606,59931,2251,10630,3,2024,5,7427
233,99600,368813,5,10,2,10,1,360606,160396,2251,10630,6,2024,22,31528
4,67,399,7,10,1,9,0,360606,160396,2251,10630,29,2024,17,24948
10,185,212,180,9,2,8,1,1373,160396,2251,10630,27,2024,5,7009
256,8400,87111,2,1,1,19,1,360606,1211,2251,10630,7,2024,8,11025
542,38480,691254,2,1,2,19,1,360606,7551,2251,10630,12,2024,19,27864
47,3130,923,24,2,1,8,1,114348,160396,2251,10630,11,2024,1,2291
11,406581,957296,0,10,1,5,1,360606,160396,2251,10630,5,2024,9,11376
288,221703,459027,5,10,0,12,0,360606,160396,2251,10630,4,2024,1,2238
89,14,829,1,10,2,20,0,360606,160396,2251,10630,14,2024,2,3155
732,55651,100523,8,10,0,6,1,360606,160396,2251,10630,6,2024,8,11010
181,245893,1152469,88,2,0,20,0,360606,160396,2251,10630,9,2024,18,25337
5,286,316743,12,2,2,8,1,3270,160396,2251,1,4,2024,18,26107
1,301,377629,3,10,2,8,1,2,160396,2251,8,4,2024,10,12763
7,3237,723,409,9,1,8,1,5696,160396,2251,10630,31,2024,6,8453
19,6146,2012,16,1,2,19,1,360606,630,2251,10630,3,2024,8,10473
187,648,13,1,10,1,11,1,360606,160396,2251,10630,4,2024,15,20391
5,35,1015156,0,10,2,20,0,360606,160396,2251,10630,7,2024,8,10003
34,214353,475306,2,1,0,9,0,360606,160396,2251,10630,7,2024,23,34016
90,248,916661,3,10,2,8,1,22,160396,2251,16,5,2024,3,4195
170,163276,862343,0,10,1,4,1,360606,160396,2251,10630,13,2024,6,8659
171,158900,1107576,34439,7,0,11,0,360606,160396,2251,10630,4,2024,11,13944
7,296,800,562,9,1,8,1,1200,160396,2251,10630,1,2024,10,13065
0,204,330916,6,10,2,20,0,360606,160396,2251,10630,4,2024,12,15866
7,3698,2488,10,9,1,8,1,323,160396,2251,10630,26,2024,2,3315
28,27542,27548,1,10,2,19,1,360606,49,2251,10630,8,2024,22,31801
208,3208,90276,92,2,0,6,1,360606,160396,2251,10630,11,2024,11,14461
8,7309,264717,4,16,2,15,1,360606,160396,2251,10630,10,2024,23,33044
458,92598,232378,1,10,2,11,1,360606,160396,2251,10630,14,2024,17,24775
0,199,531770,0,10,2,8,1,205,160396,2251,10630,3,2024,19,27174
176,3024,76297,1139,6,2,20,0,360606,160396,2251,10630,14,2024,4,5878
22,146,1012986,3,10,2,8,1,44,160396,2251,10630,8,2024,18,25175
0,560,69764,0,10,2,8,1,377,160396,2251,0,4,2024,6,8130
38,187242,305215,8,10,0,10,1,360606,160396,2251,10630,12,2024,20,29396
25,124,83644,24397,7,0,11,0,360606,160396,2251,10630,5,2024,17,24810
293,98988,481605,1,10,0,19,1,360606,131962,2251,10630,3,2024,8,10913
0,443,105584,3,10,2,8,1,17,160396,2251,5,7,2024,14,20054
177,209642,1161217,2683,16,0,6,1,360606,160396,2251,10630,5,2024,18,26497
7,175,682,888,9,1,8,1,106,160396,2251,10630,26,2024,2,3557
114,56583,109310,4,16,1,8,1,8607,160396,2251,10630,5,2024,19,26951
62,479354,1376625,39,16,2,8,1,17076,160396,2251,10630,6,2024,11,15218
106,902,131238,2,1,0,15,1,360606,160396,2251,10630,10,2024,19,27956
329,115162,936121,0,10,1,4,1,360606,160396,2251,10630,12,2024,13,18476
31,180,92260,873,7,0,8,1,8,160396,2251,10630,7,2024,11,14835
203,535815,555385,217,6,2,20,0,360606,160396,2251,10630,4,2024,14,19585
17,215,18908,2774,7,1,6,0,360606,160396,2251,10630,11,2024,18,25559
39,423,9950,5,10,0,10,1,360606,160396,2251,10630,14,2024,23,34187
215,720,41195,1,10,0,11,1,360606,160396,2251,10630,9,2024,13,18072
6,7781,1107,399,1,0,19,1,360606,34495,2251,10630,10,2024,15,20419
3001,11831,735267,41329,16,1,8,1,12668,160396,2251,10630,17,2024,2,3124
19,4969,4360,16,1,0,19,1,360606,548,2251,10630,31,2024,1,1404
361,138181,26106,1,10,0,12,0,360606,160396,2251,10630,3,2024,5,6579
150,64789,305000,8,10,0,11,1,360606,160396,2251,10630,11,2024,14,19619
30,145136,293596,40989,7,1,11,0,360606,160396,2251,10630,4,2024,1,1592
21,414,197628,4,16,0,8,1,63643,160396,2251,10630,8,2024,11,14660
59,320827,752855,2,1,0,20,0,360606,160396,2251,10630,13,2024,13,18131
73,121654,442667,34740,7,1,6,0,360606,160396,2251,10630,11,2024,21,30869
0,309,388145,0,10,2,4,1,360606,160396,2251,10630,9,2024,17,24555
12,1910,1585,1300,9,0,8,1,142,160396,2251,10630,1,2024,19,28044
1592,13325,21335,1,10,2,10,1,360606,160396,2251,10630,13,2024,14,18990
146,11853,65460,1,10,1,10,1,360606,160396,2251,10630,11,2024,5,6351
229,42951,66790,1,10,2,20,0,360606,160396,2251,10630,12,2024,5,7267
14,11588,5651,349,2,0,9,0,360606,160396,2251,10630,4,2024,3,4086
9,45,1124579,75547,7,0,20,0,360606,160396,2251,10630,11,2024,13,16928
152,45819,1008987,0,10,1,5,1,360606,160396,2251,10630,13,2024,18,25212
0,292,396920,0,10,2,20,0,360606,160396,2251,10630,3,2024,19,28144
33,6553,4298,25,9,0,9,0,360606,160396,2251,10630,6,2024,6,8657
0,143,1349367,6,10,2,4,1,360606,160396,2251,10630,8,2024,13,18330
346,533335,1543373,103,1,0,13,1,360606,160396,2251,10630,23,2024,3,5068
32,545632,1652686,289,16,0,20,0,360606,160396,2251,10630,7,2024,11,14562
129,82890,113614,29138,7,0,6,0,360606,160396,2251,10630,16,2024,22,32503
5,359218,409465,3,10,2,20,0,360606,160396,2251,10630,7,2024,15,20444
0,88,53981,0,10,2,20,0,360606,160396,2251,10630,8,2024,18,25301
85,8035,464000,127,11,0,9,0,360606,160396,2251,10630,6,2024,2,3011
467,52634,84701,1,10,0,11,1,360606,160396,2251,10630,15,2024,1,2488
50,0,244642,6,10,2,20,0,360606,160396,2251,10630,16,2024,2,3668
2,5139,5448,14,7,0,20,0,360606,160396,2251,10630,3,2024,14,18579
229,145654,460904,5,10,0,12,0,360606,160396,2251,10630,3,2024,14,19811
409,8573,656130,1,10,2,12,0,360606,160396,2251,10630,10,2024,3,4979
145,1162,34894,5,10,2,20,0,360606,160396,2251,10630,14,2024,17,23898
0,97,511129,6,10,2,20,0,360606,160396,2251,10630,9,2024,21,31144
318,36270,1069168,49,16,0,3,0,360606,160396,1,10630,5,2024,22,32012
0,80,321152,0,10,2,4,1,360606,160396,2251,10630,5,2024,20,29193
7,5470,1891,277,9,1,8,1,226,160396,2251,10630,31,2024,10,13284
46,9136,6200,42,1,0,8,1,2817,160396,2251,10630,9,2024,0,842
21,414,191980,4,16,0,8,1,20140,160396,2251,10630,4,2024,10,12942
5,40,1003108,0,10,2,5,1,360606,160396,2251,10630,13,2024,3,4398
24,473622,1411600,50,16,0,20,0,360606,160396,2251,10630,13,2024,17,23640
298,78853,582043,129,16,0,8,1,57891,160396,2251,10630,11,2024,13,18289
32,337649,1142890,1141,6,0,9,0,360606,160396,2251,10630,10,2024,1,1655
5,1352,327672,0,10,2,20,0,360606,160396,2251,10630,8,2024,5,6510
24,9472,348559,21,16,2,3,0,360606,160396,0,10630,14,2024,3,4149
49,151231,272942,2,1,2,19,1,360606,67,2251,10630,14,2024,14,19518
171,237678,1098752,7384,12,2,16,1,360606,160396,2251,10630,12,2024,17,23790
19,599,4051,16,1,2,8,1,549,160396,2251,10630,4,2024,5,7506
221,31850,364623,5,10,0,8,1,241327,160396,2251,10630,11,2024,8,10752
100,5385,7894,53,9,0,8,1,82,160396,2251,10630,25,2024,16,21925
24,466209,1383050,50,16,0,20,0,360606,160396,2251,10630,7,2024,20,29303
52,11399,9033,105,7,2,19,1,360606,123143,2251,10630,26,2024,18,25327
78,113016,222997,1,10,0,11,1,360606,160396,2251,10630,10,2024,6,8243
93,9,0,18,5,1,20,0,360606,160396,2251,10630,12,2024,1,1912
12,2441,1384,180,9,0,8,1,5282,160396,2251,10630,21,2024,6,8506
351,217114,255448,2,1,2,19,1,360606,2,2251,10630,9,2024,6,7797
51,67837,297790,26,6,0,6,1,360606,160396,2251,10630,15,2024,20,28532
100,15691,14647,53,9,0,8,1,5314,160396,2251,10630,23,2024,22,31666
270,38844,58078,4418,7,0,6,0,360606,160396,2251,10630,11,2024,18,25656
43,242870,1477940,22,10,0,20,0,360606,160396,2251,10630,4,2024,20,29778
223,59787,144800,484,7,0,11,0,360606,160396,2251,10630,7,2024,17,24256
3,303010,750059,2,1,0,9,0,360606,160396,2251,10630,10,2024,18,25135
36,7030,35157,11,10,0,11,1,360606,160396,2251,10630,10,2024,11,14242
845,168418,220219,1,10,2,20,0,360606,160396,2251,10630,4,2024,6,7769
147,8857,343373,221,16,2,8,1,1061,160396,2251,10630,9,2024,19,27487
83,30681,478495,55834,7,0,20,0,360606,160396,2251,10630,6,2024,16,22786
247,45365,24507,5,10,0,20,0,360606,160396,2251,10630,11,2024,13,18348
58,504,2197,9,10,0,11,1,360606,160396,2251,10630,14,2024,12,15764
0,199,1178874,0,10,2,20,0,360606,160396,2251,10630,4,2024,5,6379
4,442,556,7,10,0,9,0,360606,160396,2251,10630,27,2024,13,18025
297,1487,953,18,5,0,9,1,360606,160396,2251,10630,15,2024,6,8443
32,840,196107,4,16,0,20,0,360606,160396,2251,10630,7,2024,1,2367
154,85348,450309,5,10,0,10,1,360606,160396,2251,10630,4,2024,19,27474
50,0,181097,0,10,2,5,1,360606,160396,2251,10630,16,2024,10,12998
17,48828,46872,7145,7,1,8,1,526,160396,2251,10630,6,2024,18,25839
22,337,318667,0,10,2,8,1,416,160396,2251,159,10,2024,21,30815
10,152,132,734,9,2,8,1,79995,160396,2251,10630,26,2024,1,2229
0,262,519642,0,10,2,20,0,360606,160396,2251,10630,5,2024,21,31178
77,9927,32790,1,10,0,11,1,360606,160396,2251,10630,5,2024,12,15403
110,226,1232626,0,10,2,4,1,360606,160396,2251,10630,4,2024,8,11078
23,176,893254,3,10,2,20,0,360606,160396,2251,10630,5,2024,4,6184
21,40037,198151,4,16,0,9,0,360606,160396,2251,10630,9,2024,10,13674
115,81223,262289,4,16,2,19,1,360606,36,2251,10630,7,2024,12,16806
5,317,86718,0,10,2,4,1,360606,160396,2251,10630,4,2024,13,17779
0,90,1167870,6,10,2,20,0,360606,160396,2251,10630,7,2024,16,23168
275,8815,156967,1,10,1,11,1,360606,160396,2251,10630,6,2024,15,21012
478,103236,454019,5,10,0,20,0,360606,160396,2251,10630,4,2024,6,8253
17,215,11430,857,7,1,6,0,360606,160396,2251,10630,11,2024,18,26322
13,34320,57727,12224,7,0,6,0,360606,160396,2251,10630,13,2024,14,20034
154,140793,218868,1,10,0,11,1,360606,160396,2251,10630,11,2024,17,23995
1047,55084,82121,5,10,2,10,1,360606,160396,2251,10630,3,2024,4,6155
106,713,130430,2,1,0,20,0,360606,160396,2251,10630,4,2024,18,26540
1,27,838671,0,10,2,20,0,360606,160396,2251,10630,11,2024,1,2176
18,3597,439439,5346,7,1,20,0,360606,160396,2251,10630,13,2024,9,11824
164,10301,4621,24,2,0,8,1,182151,160396,2251,10630,8,2024,17,23612
55,210596,770080,2,1,2,15,1,360606,160396,2251,10630,3,2024,18,25444
46,7050,4711,42,1,0,8,1,10043,160396,2251,10630,7,2024,3,3934
10,2409,190,52,9,2,8,1,9646,160396,2251,10630,20,2024,4,5967
66,42155,558550,34,16,2,20,0,360606,160396,2251,10630,5,2024,12,15527
73,31094,8613,214,7,1,11,0,360606,160396,2251,10630,7,2024,17,24556
53,3086,1832,24,2,0,20,0,360606,160396,2251,10630,10,2024,10,13862
0,58,545263,0,10,2,4,1,360606,160396,2251,10630,9,2024,3,4320
18,51403,586263,32,6,1,20,0,360606,160396,2251,10630,12,2024,15,21533
44,6835,3251,36,7,0,6,0,360606,160396,2251,10630,11,2024,15,20782
3,193357,766524,2,1,0,19,1,360606,35,2251,10630,12,2024,19,27839
628,4537,469901,593,11,0,20,0,360606,160396,2251,10630,14,2024,7,9157
20,1938,1199,1374,9,1,8,1,4509,160396,2251,10630,25,2024,23,32921
3,125192,690194,2,1,0,20,0,360606,160396,2251,10630,11,2024,19,28061
69,23496,1041703,0,10,1,5,1,360606,160396,2251,10630,13,2024,0,634
36,324523,252849,2,1,1,9,0,360606,160396,2251,10630,4,2024,1,1789
282,105264,140520,1,10,1,12,0,360606,160396,2251,10630,12,2024,22,31626
32,7617,88603,4,16,0,9,0,360606,160396,2251,10630,7,2024,7,9274
63,159,1055619,15,10,2,20,0,360606,160396,2251,10630,6,2024,18,26171
420,45098,18347,1,10,0,19,1,360606,87385,2251,10630,9,2024,16,23334
181,107189,673598,88,2,0,9,0,360606,160396,2251,10630,5,2024,8,9991
0,2095,177678,0,10,2,20,0,360606,160396,2251,10630,6,2024,1,1560
1,27,1195483,0,10,2,8,1,0,160396,2251,2,10,2024,13,18294
19,3005,2141,16,1,0,19,1,360606,592,2251,10630,1,2024,0,150
268,251,627576,4,16,2,9,0,360606,160396,2251,10630,14,2024,18,26109
60,381,30304,13550,7,1,11,0,360606,160396,2251,10630,11,2024,20,29444
72,242,373854,3,10,2,4,1,360606,160396,2251,10630,5,2024,8,10734
88,577,209913,43,7,1,11,0,360606,160396,2251,10630,12,2024,1,1834
432,42386,675728,13410,1,0,8,1,9985,160396,2251,10630,7,2024,15,20717
9,386,93028,25911,7,0,11,0,360606,160396,2251,10630,7,2024,15,20283
134,93800,68374,8,10,0,12,0,360606,160396,2251,10630,10,2024,21,31136
101,168,2598,1,10,2,20,0,360606,160396,2251,10630,4,2024,22,31665
0,94,1187778,0,10,2,20,0,360606,160396,2251,10630,8,2024,11,14720
63,159,1198537,0,10,2,8,1,161,160396,2251,98,5,2024,13,18428
223,28949,49151,521,7,0,11,0,360606,160396,2251,10630,4,2024,18,26421
23,107,516942,6,10,2,8,1,12400,160396,2251,151,6,2024,17,25100
75,56,1006868,3,10,2,20,0,360606,160396,2251,10630,9,2024,14,19358
12,1648,1657,1336,9,0,8,1,12494,160396,2251,10630,1,2024,23,34010
22,330,169410,3,10,2,4,1,360606,160396,2251,10630,7,2024,7,9036
49,151088,701566,2,1,2,9,0,360606,160396,2251,10630,5,2024,16,22395
2368,12506,149016,1,10,0,20,0,360606,160396,2251,10630,9,2024,3,4477
0,196,314924,6,10,2,4,1,360606,160396,2251,10630,5,2024,21,30288
4,202,428,7,10,1,9,0,360606,160396,2251,10630,26,2024,1,2219
124,49917,563041,64,6,1,3,0,360606,160396,2,10630,6,2024,7,9472
36,4443,37078,1,10,0,19,1,360606,26849,2251,10630,15,2024,3,4060
2063,1472,938389,0,10,1,5,1,360606,160396,2251,10630,10,2024,21,29949
1,1038,54602,3,10,2,8,1,3982,160396,2251,10630,4,2024,14,19297
9,64,16065,7861,7,0,11,0,360606,160396,2251,10630,13,2024,0,1096
124,42364,573771,64,6,1,3,0,360606,160396,2,10630,9,2024,11,14031
4,202,544,7,10,1,9,0,360606,160396,2251,10630,26,2024,17,24727
40,178836,68425,19,10,0,12,0,360606,160396,2251,10630,12,2024,0,1308
98,349088,937054,0,10,1,5,1,360606,160396,2251,10630,13,2024,5,7345
471,4148,248787,6825,12,0,19,1,360606,17997,2251,10630,7,2024,2,2805
155,59,1266585,6,10,2,8,1,86479,160396,2251,1,9,2024,13,17283
167,39467,625878,4,16,0,19,1,360606,1217,2251,10630,13,2024,18,26557
278,15551,24036,1,10,0,12,0,360606,160396,2251,10630,10,2024,23,34032
24,7800,591558,21,16,2,3,0,360606,160396,0,10630,14,2024,1,1589
0,21,379528,3,10,2,8,1,3,160396,2251,12,5,2024,13,17262
32,98684,208247,144,16,0,1,0,360606,160396,2251,10630,14,2024,13,17329
0,120,1190398,6,10,2,8,1,16,160396,2251,2,13,2024,22,31982
9,336,211362,37997,7,0,8,1,259,160396,2251,10630,5,2024,11,14622
2,207485,359552,8,10,0,11,1,360606,160396,2251,10630,7,2024,7,9830
3,164254,636580,2,1,0,19,1,360606,10,2251,10630,7,2024,14,19690
40,245981,639090,2,1,0,9,0,360606,160396,2251,10630,4,2024,21,30539
829,108516,680485,54,10,1,3,0,360606,160396,1,10630,13,2024,4,5316
338,70304,367101,5,10,2,10,1,360606,160396,2251,10630,6,2024,16,21921
872,26629,66137,1,10,2,11,1,360606,160396,2251,10630,3,2024,16,21791
22,337,170787,3,10,2,8,1,4601,160396,2251,41,10,2024,8,10219
44,10120,7211,57,7,0,11,0,360606,160396,2251,10630,7,2024,1,1512
27,1050,75654,119,6,0,15,1,360606,160396,2251,10630,7,2024,8,10424
1690,77616,1522306,9,10,1,12,0,360606,160396,2251,10630,9,2024,21,31280
12,4866,3456,376,9,0,8,1,9639,160396,2251,10630,27,2024,13,17213
71,47672,1240737,0,10,1,4,1,360606,160396,2251,10630,3,2024,9,11491
0,1245,516585,6,10,2,4,1,360606,160396,2251,10630,1,2024,20,28417
806,3303,2403,18,5,2,20,0,360606,160396,2251,10630,7,2024,18,25647
8,1290,639294,119,6,2,20,0,360606,160396,2251,10630,12,2024,17,23447
140,538459,1454679,88539,7,1,20,0,360606,160396,2251,10630,3,2024,20,29368
299,81628,224088,48,10,0,12,0,360606,160396,2251,10630,11,2024,13,18157
1,318,325877,0,10,2,20,0,360606,160396,2251,10630,8,2024,12,16708
1,24,408725,3,10,2,8,1,31058,160396,2251,10630,8,2024,12,16453
656,212512,1074647,607,16,2,20,0,360606,160396,2251,10630,10,2024,6,8303
1,232,1335216,12,2,2,8,1,103,160396,2251,55,3,2024,0,355
3,193726,128057,2,1,0,9,0,360606,160396,2251,10630,14,2024,12,16579
0,227,526516,0,10,2,4,1,360606,160396,2251,10630,9,2024,17,23916
103,28309,13172,9,10,0,11,1,360606,160396,2251,10630,4,2024,20,29835
81,243288,1440211,93055,7,0,3,0,360606,160396,3,10630,7,2024,16,23254
69,142927,881634,3,10,1,20,0,360606,160396,2251,10630,13,2024,14,19158
0,136,498531,0,10,2,4,1,360606,160396,2251,10630,11,2024,4,5232
162,92031,1512473,17,10,2,12,0,360606,160396,2251,10630,5,2024,7,8896
83,15898,12307,6319,7,0,11,0,360606,160396,2251,10630,14,2024,17,24524
623,26007,239221,1,10,0,10,1,360606,160396,2251,10630,7,2024,12,16391
71,4852,1766,38,10,1,8,1,80769,160396,2251,10630,4,2024,2,3044
226,162,1297735,6,10,2,20,0,360606,160396,2251,10630,9,2024,5,7153
97,19191,14227,5493,7,1,6,1,360606,160396,2251,10630,5,2024,1,2019
0,169,316836,0,10,2,4,1,360606,160396,2251,10630,4,2024,14,19801
4,1618,415,7,10,1,9,0,360606,160396,2251,10630,20,2024,7,8991
225,42991,1643531,9240,14,0,20,0,360606,160396,2251,10630,3,2024,19,27212
1189,75750,237457,9,10,0,20,0,360606,160396,2251,10630,10,2024,9,11286
0,140,533202,6,10,2,8,1,4657,160396,2251,0,10,2024,23,33809
125,65517,62704,2009,7,0,11,0,360606,160396,2251,10630,11,2024,15,21148
17,101386,16449,2927,7,1,9,0,360606,160396,2251,10630,11,2024,20,29637
20,1738,206,10,9,0,8,1,19931,160396,2251,10630,3,2024,0,428
1429,110867,65666,1,10,2,12,0,360606,160396,2251,10630,10,2024,6,7602
417,23657,95775,1,10,2,10,1,360606,160396,2251,10630,9,2024,14,19999
34,232097,608673,4,16,0,9,0,360606,160396,2251,10630,5,2024,14,18913
374,16598,232924,5,10,2,10,1,360606,160396,2251,10630,11,2024,23,33727
22,146,876409,3,10,2,8,1,443,160396,2251,1,8,2024,13,16902
4,1961,380,7,10,1,9,0,360606,160396,2251,10630,29,2024,15,21269
45,6096,40208,5,10,1,11,1,360606,160396,2251,10630,11,2024,21,30639
28,346,81224,1,10,1,19,1,360606,72023,2251,10630,3,2024,9,12305
4,67,397,7,10,1,9,0,360606,160396,2251,10630,29,2024,20,29094
30,371043,1134119,74323,7,1,6,0,360606,160396,2251,10630,7,2024,3,5063
51,70677,135860,26,6,0,15,1,360606,160396,2251,10630,11,2024,3,5022
62,489559,1420778,39,16,2,3,0,360606,160396,0,10630,15,2024,21,31267
